DateTime,Station,DayOfWeek,Hour,IsHoliday,Weather,TicketsBooked
2024-11-06 09:00:00,Dilsukhnagar,Wednesday,9,0,Clear,510
2024-11-06 10:00:00,Uppal,Wednesday,10,0,Clear,520
2024-11-06 11:00:00,Hitec City,Wednesday,11,0,Cloudy,450
2024-11-06 12:00:00,Uppal,Wednesday,12,0,Rainy,430
2024-11-06 13:00:00,Hyderabad Central,Wednesday,13,0,Rainy,380
2024-11-06 14:00:00,Ameerpet,Wednesday,14,0,Clear,570
2024-11-06 15:00:00,Secunderabad East,Wednesday,15,0,Clear,420
2024-11-06 16:00:00,Miyapur,Wednesday,16,0,Rainy,410
2024-11-06 17:00:00,Miyapur,Wednesday,17,0,Rainy,600
2024-11-06 18:00:00,Dilsukhnagar,Wednesday,18,0,Rainy,460
2024-11-06 19:00:00,Kukatpally,Wednesday,19,0,Clear,680
2024-11-06 20:00:00,Hyderabad Central,Wednesday,20,0,Rainy,490
2024-11-06 21:00:00,Uppal,Wednesday,21,0,Clear,520
2024-11-06 22:00:00,Hyderabad Central,Wednesday,22,0,Clear,470
2024-11-06 23:00:00,Secunderabad East,Wednesday,23,0,Cloudy,430
2024-11-07 00:00:00,Kukatpally,Thursday,0,0,Clear,550
2024-11-07 01:00:00,Miyapur,Thursday,1,0,Rainy,320
2024-11-07 02:00:00,Dilsukhnagar,Thursday,2,0,Clear,440
2024-11-07 03:00:00,Secunderabad East,Thursday,3,0,Clear,530
2024-11-07 04:00:00,Hitec City,Thursday,4,0,Clear,540
2024-11-07 05:00:00,Dilsukhnagar,Thursday,5,1,Clear,260
2024-11-07 06:00:00,Hyderabad Central,Thursday,6,0,Rainy,380
2024-11-07 07:00:00,Miyapur,Thursday,7,0,Clear,590
2024-11-07 08:00:00,Kukatpally,Thursday,8,0,Rainy,450
2024-11-07 09:00:00,Ameerpet,Thursday,9,1,Clear,330
2024-11-07 10:00:00,Kukatpally,Thursday,10,0,Cloudy,480
2024-11-07 11:00:00,Kukatpally,Thursday,11,0,Clear,450
2024-11-07 12:00:00,LB Nagar,Thursday,12,0,Clear,540
2024-11-07 13:00:00,Hitec City,Thursday,13,0,Cloudy,520
2024-11-07 14:00:00,Kukatpally,Thursday,14,0,Cloudy,480
2024-11-07 15:00:00,Uppal,Thursday,15,1,Clear,370
2024-11-07 16:00:00,Hyderabad Central,Thursday,16,0,Cloudy,590
2024-11-07 17:00:00,Tarnaka,Thursday,17,0,Clear,580
2024-11-07 18:00:00,Uppal,Thursday,18,0,Cloudy,740
2024-11-07 19:00:00,Hyderabad Central,Thursday,19,0,Clear,710
2024-11-07 20:00:00,Secunderabad East,Thursday,20,0,Clear,670
2024-11-07 21:00:00,Uppal,Thursday,21,0,Rainy,470
2024-11-07 22:00:00,Ameerpet,Thursday,22,0,Rainy,370
2024-11-07 23:00:00,Hyderabad Central,Thursday,23,0,Clear,490
2024-11-08 00:00:00,Ameerpet,Friday,0,0,Clear,560
2024-11-08 01:00:00,Tarnaka,Friday,1,0,Rainy,370
2024-11-08 02:00:00,LB Nagar,Friday,2,0,Clear,580
2024-11-08 03:00:00,LB Nagar,Friday,3,0,Rainy,490
2024-11-08 04:00:00,Kukatpally,Friday,4,0,Clear,510
2024-11-08 05:00:00,LB Nagar,Friday,5,0,Rainy,370
2024-11-08 06:00:00,Kukatpally,Friday,6,1,Cloudy,440
2024-11-08 07:00:00,Tarnaka,Friday,7,0,Clear,690
2024-11-08 08:00:00,Secunderabad East,Friday,8,0,Rainy,400
2024-11-08 09:00:00,Ameerpet,Friday,9,0,Rainy,450
2024-11-08 10:00:00,LB Nagar,Friday,10,0,Clear,470
2024-11-08 11:00:00,Kukatpally,Friday,11,1,Clear,310
2024-11-08 12:00:00,Miyapur,Friday,12,0,Rainy,440
2024-11-08 13:00:00,Miyapur,Friday,13,0,Clear,400
2024-11-08 14:00:00,Ameerpet,Friday,14,0,Clear,530
2024-11-08 15:00:00,Hitec City,Friday,15,0,Cloudy,400
2024-11-08 16:00:00,Hitec City,Friday,16,0,Clear,480
2024-11-08 17:00:00,Kukatpally,Friday,17,0,Rainy,540
2024-11-08 18:00:00,Kukatpally,Friday,18,0,Clear,550
2024-11-08 19:00:00,Secunderabad East,Friday,19,0,Clear,600
2024-11-08 20:00:00,LB Nagar,Friday,20,0,Clear,680
2024-11-08 21:00:00,Kukatpally,Friday,21,0,Clear,460
2024-11-08 22:00:00,Hyderabad Central,Friday,22,0,Clear,500
2024-11-08 23:00:00,Hyderabad Central,Friday,23,0,Cloudy,460
2024-11-09 00:00:00,Hyderabad Central,Saturday,0,0,Rainy,460
2024-11-09 01:00:00,Hyderabad Central,Saturday,1,0,Cloudy,590
2024-11-09 02:00:00,Secunderabad East,Saturday,2,0,Clear,460
2024-11-09 03:00:00,Hitec City,Saturday,3,0,Clear,570
2024-11-09 04:00:00,Secunderabad East,Saturday,4,0,Clear,550
2024-11-09 05:00:00,Hitec City,Saturday,5,0,Clear,450
2024-11-09 06:00:00,Hyderabad Central,Saturday,6,0,Clear,510
2024-11-09 07:00:00,LB Nagar,Saturday,7,0,Rainy,570
2024-11-09 08:00:00,Ameerpet,Saturday,8,0,Rainy,390
2024-11-09 09:00:00,LB Nagar,Saturday,9,1,Clear,400
2024-11-09 10:00:00,Dilsukhnagar,Saturday,10,0,Clear,450
2024-11-09 11:00:00,Hitec City,Saturday,11,0,Clear,500
2024-11-09 12:00:00,Dilsukhnagar,Saturday,12,0,Cloudy,470
2024-11-09 13:00:00,Kukatpally,Saturday,13,0,Rainy,380
2024-11-09 14:00:00,Tarnaka,Saturday,14,0,Clear,480
2024-11-09 15:00:00,Hyderabad Central,Saturday,15,1,Cloudy,330
2024-11-09 16:00:00,Hitec City,Saturday,16,0,Clear,520
2024-11-09 17:00:00,Secunderabad East,Saturday,17,1,Rainy,350
2024-11-09 18:00:00,Ameerpet,Saturday,18,0,Clear,680
2024-11-09 19:00:00,Tarnaka,Saturday,19,0,Cloudy,700
2024-11-09 20:00:00,Secunderabad East,Saturday,20,0,Clear,700
2024-11-09 21:00:00,Kukatpally,Saturday,21,1,Rainy,320
2024-11-09 22:00:00,Miyapur,Saturday,22,0,Clear,520
2024-11-09 23:00:00,Tarnaka,Saturday,23,1,Clear,310
2024-11-10 00:00:00,Kukatpally,Sunday,0,0,Clear,480
2024-11-10 01:00:00,Hyderabad Central,Sunday,1,0,Clear,430
2024-11-10 02:00:00,Dilsukhnagar,Sunday,2,0,Clear,470
2024-11-10 03:00:00,Tarnaka,Sunday,3,0,Rainy,410
2024-11-10 04:00:00,Uppal,Sunday,4,0,Clear,400
2024-11-10 05:00:00,Kukatpally,Sunday,5,0,Rainy,410
2024-11-10 06:00:00,Uppal,Sunday,6,1,Rainy,250
2024-11-10 07:00:00,Dilsukhnagar,Sunday,7,0,Clear,530
2024-11-10 08:00:00,LB Nagar,Sunday,8,1,Clear,350
2024-11-10 09:00:00,Ameerpet,Sunday,9,0,Clear,500
2024-11-10 10:00:00,Kukatpally,Sunday,10,0,Clear,590
2024-11-10 11:00:00,Hitec City,Sunday,11,0,Clear,420
2024-11-10 12:00:00,LB Nagar,Sunday,12,0,Rainy,440
2024-11-10 13:00:00,Tarnaka,Sunday,13,0,Clear,410
2024-11-10 14:00:00,Dilsukhnagar,Sunday,14,1,Clear,290
2024-11-10 15:00:00,Dilsukhnagar,Sunday,15,0,Rainy,370
2024-11-10 16:00:00,Ameerpet,Sunday,16,1,Clear,330
2024-11-10 17:00:00,Kukatpally,Sunday,17,0,Clear,670
2024-11-10 18:00:00,Hitec City,Sunday,18,0,Rainy,540
2024-11-10 19:00:00,Uppal,Sunday,19,0,Rainy,490
2024-11-10 20:00:00,Miyapur,Sunday,20,0,Rainy,460
2024-11-10 21:00:00,LB Nagar,Sunday,21,0,Clear,410
2024-11-10 22:00:00,Ameerpet,Sunday,22,0,Clear,450
2024-11-10 23:00:00,Uppal,Sunday,23,0,Rainy,370
2024-11-11 00:00:00,Uppal,Monday,0,0,Clear,510
2024-11-11 01:00:00,Secunderabad East,Monday,1,0,Clear,490
2024-11-11 02:00:00,Kukatpally,Monday,2,0,Rainy,470
2024-11-11 03:00:00,Tarnaka,Monday,3,0,Clear,460
2024-11-11 04:00:00,Ameerpet,Monday,4,0,Rainy,380
2024-11-11 05:00:00,Ameerpet,Monday,5,1,Clear,290
2024-11-11 06:00:00,Tarnaka,Monday,6,0,Clear,690
2024-11-11 07:00:00,Secunderabad East,Monday,7,0,Clear,550
2024-11-11 08:00:00,Hitec City,Monday,8,0,Rainy,440
2024-11-11 09:00:00,Hitec City,Monday,9,0,Clear,610
2024-11-11 10:00:00,Hyderabad Central,Monday,10,0,Cloudy,460
2024-11-11 11:00:00,LB Nagar,Monday,11,0,Clear,520
2024-11-11 12:00:00,Secunderabad East,Monday,12,1,Clear,370
2024-11-11 13:00:00,Miyapur,Monday,13,1,Rainy,180
2024-11-11 14:00:00,LB Nagar,Monday,14,0,Cloudy,560
2024-11-11 15:00:00,Hyderabad Central,Monday,15,0,Clear,540
2024-11-11 16:00:00,Uppal,Monday,16,0,Clear,410
2024-11-11 17:00:00,Tarnaka,Monday,17,0,Clear,590
2024-11-11 18:00:00,Dilsukhnagar,Monday,18,0,Clear,700
2024-11-11 19:00:00,Hitec City,Monday,19,0,Clear,550
2024-11-11 20:00:00,Tarnaka,Monday,20,0,Clear,630
2024-11-11 21:00:00,LB Nagar,Monday,21,0,Clear,430
2024-11-11 22:00:00,Miyapur,Monday,22,0,Clear,400
2024-11-11 23:00:00,LB Nagar,Monday,23,0,Clear,500
2024-11-12 00:00:00,Ameerpet,Tuesday,0,0,Clear,440
2024-11-12 01:00:00,Tarnaka,Tuesday,1,1,Clear,290
2024-11-12 02:00:00,Kukatpally,Tuesday,2,0,Clear,480
2024-11-12 03:00:00,Hyderabad Central,Tuesday,3,0,Clear,460
2024-11-12 04:00:00,Miyapur,Tuesday,4,0,Rainy,480
2024-11-12 05:00:00,LB Nagar,Tuesday,5,0,Cloudy,510
2024-11-12 06:00:00,Secunderabad East,Tuesday,6,0,Clear,670
2024-11-12 07:00:00,Secunderabad East,Tuesday,7,0,Rainy,410
2024-11-12 08:00:00,Dilsukhnagar,Tuesday,8,0,Clear,610
2024-11-12 09:00:00,Secunderabad East,Tuesday,9,0,Rainy,410
2024-11-12 10:00:00,Hitec City,Tuesday,10,0,Cloudy,420
2024-11-12 11:00:00,Ameerpet,Tuesday,11,1,Clear,360
2024-11-12 12:00:00,Hitec City,Tuesday,12,0,Clear,570
2024-11-12 13:00:00,Dilsukhnagar,Tuesday,13,0,Rainy,380
2024-11-12 14:00:00,Hitec City,Tuesday,14,0,Clear,530
2024-11-12 15:00:00,LB Nagar,Tuesday,15,0,Cloudy,520
2024-11-12 16:00:00,Ameerpet,Tuesday,16,1,Clear,240
2024-11-12 17:00:00,Tarnaka,Tuesday,17,0,Cloudy,690
2024-11-12 18:00:00,Tarnaka,Tuesday,18,0,Clear,590
2024-11-12 19:00:00,Kukatpally,Tuesday,19,0,Cloudy,660
2024-11-12 20:00:00,Hitec City,Tuesday,20,1,Rainy,300
2024-11-12 21:00:00,Hyderabad Central,Tuesday,21,0,Rainy,300
2024-11-12 22:00:00,Dilsukhnagar,Tuesday,22,0,Clear,420
2024-11-12 23:00:00,Hitec City,Tuesday,23,0,Clear,580
2024-11-13 00:00:00,Miyapur,Wednesday,0,0,Clear,410
2024-11-13 01:00:00,Secunderabad East,Wednesday,1,0,Clear,440
2024-11-13 02:00:00,Dilsukhnagar,Wednesday,2,0,Cloudy,400
2024-11-13 03:00:00,Uppal,Wednesday,3,0,Clear,540
2024-11-13 04:00:00,Hitec City,Wednesday,4,0,Clear,400
2024-11-13 05:00:00,Kukatpally,Wednesday,5,0,Clear,590
2024-11-13 06:00:00,Kukatpally,Wednesday,6,0,Clear,580
2024-11-13 07:00:00,Miyapur,Wednesday,7,0,Clear,520
2024-11-13 08:00:00,Hyderabad Central,Wednesday,8,1,Clear,410
2024-11-13 09:00:00,Secunderabad East,Wednesday,9,0,Clear,570
2024-11-13 10:00:00,Tarnaka,Wednesday,10,0,Clear,470
2024-11-13 11:00:00,Hitec City,Wednesday,11,0,Clear,540
2024-11-13 12:00:00,Tarnaka,Wednesday,12,0,Clear,510
2024-11-13 13:00:00,Kukatpally,Wednesday,13,0,Rainy,460
2024-11-13 14:00:00,Hyderabad Central,Wednesday,14,0,Clear,500
2024-11-13 15:00:00,Kukatpally,Wednesday,15,0,Clear,430
2024-11-13 16:00:00,Secunderabad East,Wednesday,16,0,Clear,560
2024-11-13 17:00:00,Uppal,Wednesday,17,0,Rainy,520
2024-11-13 18:00:00,Hitec City,Wednesday,18,0,Clear,620
2024-11-13 19:00:00,Uppal,Wednesday,19,0,Rainy,600
2024-11-13 20:00:00,Secunderabad East,Wednesday,20,0,Clear,740
2024-11-13 21:00:00,Dilsukhnagar,Wednesday,21,0,Clear,560
2024-11-13 22:00:00,Tarnaka,Wednesday,22,0,Clear,470
2024-11-13 23:00:00,Dilsukhnagar,Wednesday,23,0,Rainy,370
2024-11-14 00:00:00,Dilsukhnagar,Thursday,0,0,Clear,460
2024-11-14 01:00:00,Dilsukhnagar,Thursday,1,0,Clear,580
2024-11-14 02:00:00,Hyderabad Central,Thursday,2,0,Clear,410
2024-11-14 03:00:00,Tarnaka,Thursday,3,0,Clear,520
2024-11-14 04:00:00,Ameerpet,Thursday,4,0,Rainy,330
2024-11-14 05:00:00,Uppal,Thursday,5,0,Cloudy,570
2024-11-14 06:00:00,Uppal,Thursday,6,0,Clear,620
2024-11-14 07:00:00,Uppal,Thursday,7,0,Clear,500
2024-11-14 08:00:00,LB Nagar,Thursday,8,0,Clear,520
2024-11-14 09:00:00,Secunderabad East,Thursday,9,0,Cloudy,520
2024-11-14 10:00:00,Hyderabad Central,Thursday,10,0,Clear,550
2024-11-14 11:00:00,Ameerpet,Thursday,11,0,Clear,400
2024-11-14 12:00:00,Dilsukhnagar,Thursday,12,0,Clear,550
2024-11-14 13:00:00,Ameerpet,Thursday,13,0,Clear,560
2024-11-14 14:00:00,Dilsukhnagar,Thursday,14,1,Clear,220
2024-11-14 15:00:00,Hitec City,Thursday,15,0,Cloudy,540
2024-11-14 16:00:00,Dilsukhnagar,Thursday,16,0,Rainy,430
2024-11-14 17:00:00,Uppal,Thursday,17,0,Cloudy,650
2024-11-14 18:00:00,LB Nagar,Thursday,18,0,Clear,670
2024-11-14 19:00:00,Dilsukhnagar,Thursday,19,0,Clear,590
2024-11-14 20:00:00,Uppal,Thursday,20,0,Clear,660
2024-11-14 21:00:00,LB Nagar,Thursday,21,0,Clear,560
2024-11-14 22:00:00,Uppal,Thursday,22,0,Clear,450
2024-11-14 23:00:00,Tarnaka,Thursday,23,0,Clear,560
2024-11-15 00:00:00,Secunderabad East,Friday,0,0,Clear,560
2024-11-15 01:00:00,Tarnaka,Friday,1,0,Clear,490
2024-11-15 02:00:00,Dilsukhnagar,Friday,2,0,Clear,470
2024-11-15 03:00:00,Ameerpet,Friday,3,0,Cloudy,570
2024-11-15 04:00:00,Uppal,Friday,4,0,Clear,490
2024-11-15 05:00:00,Tarnaka,Friday,5,0,Clear,400
2024-11-15 06:00:00,Dilsukhnagar,Friday,6,0,Clear,540
2024-11-15 07:00:00,Uppal,Friday,7,0,Clear,670
2024-11-15 08:00:00,Secunderabad East,Friday,8,0,Cloudy,500
2024-11-15 09:00:00,Tarnaka,Friday,9,0,Clear,580
2024-11-15 10:00:00,Ameerpet,Friday,10,0,Clear,570
2024-11-15 11:00:00,LB Nagar,Friday,11,0,Clear,440
2024-11-15 12:00:00,Miyapur,Friday,12,0,Clear,490
2024-11-15 13:00:00,Tarnaka,Friday,13,0,Clear,530
2024-11-15 14:00:00,LB Nagar,Friday,14,0,Clear,510
2024-11-15 15:00:00,Kukatpally,Friday,15,0,Clear,460
2024-11-15 16:00:00,LB Nagar,Friday,16,0,Cloudy,520
2024-11-15 17:00:00,Uppal,Friday,17,1,Clear,320
2024-11-15 18:00:00,Hitec City,Friday,18,0,Clear,730
2024-11-15 19:00:00,Secunderabad East,Friday,19,0,Clear,720
2024-11-15 20:00:00,Tarnaka,Friday,20,0,Clear,690
2024-11-15 21:00:00,Tarnaka,Friday,21,0,Cloudy,540
2024-11-15 22:00:00,Tarnaka,Friday,22,0,Clear,400
2024-11-15 23:00:00,Ameerpet,Friday,23,0,Clear,550
2024-11-16 00:00:00,Hitec City,Saturday,0,0,Clear,430
2024-11-16 01:00:00,LB Nagar,Saturday,1,0,Clear,580
2024-11-16 02:00:00,Miyapur,Saturday,2,0,Clear,420
2024-11-16 03:00:00,LB Nagar,Saturday,3,0,Rainy,340
2024-11-16 04:00:00,Kukatpally,Saturday,4,0,Clear,410
2024-11-16 05:00:00,Tarnaka,Saturday,5,0,Clear,490
2024-11-16 06:00:00,Hyderabad Central,Saturday,6,0,Clear,580
2024-11-16 07:00:00,Miyapur,Saturday,7,0,Clear,610
2024-11-16 08:00:00,Hyderabad Central,Saturday,8,0,Clear,630
2024-11-16 09:00:00,Hyderabad Central,Saturday,9,0,Clear,640
2024-11-16 10:00:00,Tarnaka,Saturday,10,0,Rainy,300
2024-11-16 11:00:00,Ameerpet,Saturday,11,0,Clear,550
2024-11-16 12:00:00,LB Nagar,Saturday,12,0,Rainy,350
2024-11-16 13:00:00,Ameerpet,Saturday,13,0,Clear,440
2024-11-16 14:00:00,LB Nagar,Saturday,14,0,Clear,580
2024-11-16 15:00:00,Hitec City,Saturday,15,0,Clear,540
2024-11-16 16:00:00,Dilsukhnagar,Saturday,16,0,Clear,400
2024-11-16 17:00:00,Tarnaka,Saturday,17,0,Rainy,580
2024-11-16 18:00:00,Ameerpet,Saturday,18,0,Clear,610
2024-11-16 19:00:00,Hitec City,Saturday,19,0,Rainy,490
2024-11-16 20:00:00,Miyapur,Saturday,20,1,Clear,310
2024-11-16 21:00:00,Kukatpally,Saturday,21,0,Clear,460
2024-11-16 22:00:00,Dilsukhnagar,Saturday,22,0,Clear,470
2024-11-16 23:00:00,Hitec City,Saturday,23,0,Clear,580
2024-11-17 00:00:00,Secunderabad East,Sunday,0,0,Clear,510
2024-11-17 01:00:00,Uppal,Sunday,1,1,Clear,290
2024-11-17 02:00:00,LB Nagar,Sunday,2,0,Clear,440
2024-11-17 03:00:00,Uppal,Sunday,3,0,Rainy,340
2024-11-17 04:00:00,Miyapur,Sunday,4,0,Rainy,410
2024-11-17 05:00:00,Hyderabad Central,Sunday,5,0,Cloudy,520
2024-11-17 06:00:00,Uppal,Sunday,6,0,Clear,500
2024-11-17 07:00:00,Hitec City,Sunday,7,0,Clear,660
2024-11-17 08:00:00,Uppal,Sunday,8,0,Clear,680
2024-11-17 09:00:00,Ameerpet,Sunday,9,0,Clear,510
2024-11-17 10:00:00,Tarnaka,Sunday,10,0,Clear,570
2024-11-17 11:00:00,Kukatpally,Sunday,11,1,Clear,390
2024-11-17 12:00:00,Hitec City,Sunday,12,0,Clear,500
2024-11-17 13:00:00,Dilsukhnagar,Sunday,13,0,Clear,530
2024-11-17 14:00:00,LB Nagar,Sunday,14,0,Clear,540
2024-11-17 15:00:00,Secunderabad East,Sunday,15,0,Clear,510
2024-11-17 16:00:00,Dilsukhnagar,Sunday,16,0,Clear,450
2024-11-17 17:00:00,Kukatpally,Sunday,17,0,Clear,590
2024-11-17 18:00:00,Uppal,Sunday,18,0,Clear,680
2024-11-17 19:00:00,Miyapur,Sunday,19,0,Rainy,470
2024-11-17 20:00:00,Tarnaka,Sunday,20,0,Clear,570
2024-11-17 21:00:00,LB Nagar,Sunday,21,0,Rainy,350
2024-11-17 22:00:00,Kukatpally,Sunday,22,0,Rainy,430
2024-11-17 23:00:00,Ameerpet,Sunday,23,0,Rainy,490
2024-11-18 00:00:00,Miyapur,Monday,0,0,Rainy,470
2024-11-18 01:00:00,Tarnaka,Monday,1,0,Clear,560
2024-11-18 02:00:00,Hitec City,Monday,2,0,Clear,480
2024-11-18 03:00:00,Secunderabad East,Monday,3,0,Cloudy,470
2024-11-18 04:00:00,Dilsukhnagar,Monday,4,0,Clear,430
2024-11-18 05:00:00,Hyderabad Central,Monday,5,0,Clear,490
2024-11-18 06:00:00,Tarnaka,Monday,6,0,Rainy,540
2024-11-18 07:00:00,Hitec City,Monday,7,0,Cloudy,690
2024-11-18 08:00:00,Tarnaka,Monday,8,0,Rainy,420
2024-11-18 09:00:00,Secunderabad East,Monday,9,0,Clear,660
2024-11-18 10:00:00,Hitec City,Monday,10,0,Rainy,430
2024-11-18 11:00:00,Miyapur,Monday,11,0,Clear,510
2024-11-18 12:00:00,LB Nagar,Monday,12,0,Clear,460
2024-11-18 13:00:00,Dilsukhnagar,Monday,13,0,Cloudy,540
2024-11-18 14:00:00,Dilsukhnagar,Monday,14,0,Cloudy,540
2024-11-18 15:00:00,Miyapur,Monday,15,0,Clear,510
2024-11-18 16:00:00,Dilsukhnagar,Monday,16,1,Clear,200
2024-11-18 17:00:00,Kukatpally,Monday,17,0,Clear,620
2024-11-18 18:00:00,Tarnaka,Monday,18,0,Clear,740
2024-11-18 19:00:00,Dilsukhnagar,Monday,19,0,Rainy,470
2024-11-18 20:00:00,Hitec City,Monday,20,0,Clear,740
2024-11-18 21:00:00,Uppal,Monday,21,0,Rainy,310
2024-11-18 22:00:00,Kukatpally,Monday,22,0,Clear,570
2024-11-18 23:00:00,LB Nagar,Monday,23,0,Cloudy,420
2024-11-19 00:00:00,Kukatpally,Tuesday,0,0,Clear,590
2024-11-19 01:00:00,Hyderabad Central,Tuesday,1,0,Clear,420
2024-11-19 02:00:00,Dilsukhnagar,Tuesday,2,0,Cloudy,580
2024-11-19 03:00:00,Ameerpet,Tuesday,3,0,Clear,450
2024-11-19 04:00:00,Miyapur,Tuesday,4,0,Cloudy,500
2024-11-19 05:00:00,Miyapur,Tuesday,5,0,Clear,520
2024-11-19 06:00:00,Miyapur,Tuesday,6,0,Clear,550
2024-11-19 07:00:00,Hitec City,Tuesday,7,0,Clear,670
2024-11-19 08:00:00,Hitec City,Tuesday,8,0,Clear,640
2024-11-19 09:00:00,Kukatpally,Tuesday,9,0,Clear,630
2024-11-19 10:00:00,Tarnaka,Tuesday,10,1,Clear,330
2024-11-19 11:00:00,Uppal,Tuesday,11,0,Cloudy,400
2024-11-19 12:00:00,Tarnaka,Tuesday,12,0,Rainy,460
2024-11-19 13:00:00,Uppal,Tuesday,13,0,Rainy,430
2024-11-19 14:00:00,Secunderabad East,Tuesday,14,0,Cloudy,520
2024-11-19 15:00:00,Hitec City,Tuesday,15,0,Clear,490
2024-11-19 16:00:00,Secunderabad East,Tuesday,16,0,Clear,450
2024-11-19 17:00:00,Secunderabad East,Tuesday,17,0,Rainy,420
2024-11-19 18:00:00,Hitec City,Tuesday,18,0,Clear,590
2024-11-19 19:00:00,Hyderabad Central,Tuesday,19,0,Clear,700
2024-11-19 20:00:00,Secunderabad East,Tuesday,20,0,Clear,740
2024-11-19 21:00:00,Secunderabad East,Tuesday,21,0,Clear,550
2024-11-19 22:00:00,Hyderabad Central,Tuesday,22,0,Clear,470
2024-11-19 23:00:00,Ameerpet,Tuesday,23,0,Clear,560
2024-11-20 00:00:00,LB Nagar,Wednesday,0,0,Clear,570
2024-11-20 01:00:00,Ameerpet,Wednesday,1,0,Clear,570
2024-11-20 02:00:00,Uppal,Wednesday,2,0,Rainy,380
2024-11-20 03:00:00,Dilsukhnagar,Wednesday,3,0,Clear,450
2024-11-20 04:00:00,Hyderabad Central,Wednesday,4,0,Clear,490
2024-11-20 05:00:00,Uppal,Wednesday,5,0,Cloudy,480
2024-11-20 06:00:00,LB Nagar,Wednesday,6,0,Clear,640
2024-11-20 07:00:00,Dilsukhnagar,Wednesday,7,0,Clear,690
2024-11-20 08:00:00,Ameerpet,Wednesday,8,0,Clear,630
2024-11-20 09:00:00,Tarnaka,Wednesday,9,0,Clear,630
2024-11-20 10:00:00,Tarnaka,Wednesday,10,0,Clear,480
2024-11-20 11:00:00,Secunderabad East,Wednesday,11,0,Clear,480
2024-11-20 12:00:00,Tarnaka,Wednesday,12,0,Clear,400
2024-11-20 13:00:00,Hyderabad Central,Wednesday,13,0,Rainy,390
2024-11-20 14:00:00,Miyapur,Wednesday,14,0,Clear,490
2024-11-20 15:00:00,LB Nagar,Wednesday,15,0,Clear,460
2024-11-20 16:00:00,Dilsukhnagar,Wednesday,16,0,Rainy,340
2024-11-20 17:00:00,Hitec City,Wednesday,17,0,Rainy,590
2024-11-20 18:00:00,Ameerpet,Wednesday,18,0,Clear,550
2024-11-20 19:00:00,Tarnaka,Wednesday,19,1,Cloudy,450
2024-11-20 20:00:00,Kukatpally,Wednesday,20,0,Rainy,590
2024-11-20 21:00:00,Uppal,Wednesday,21,1,Clear,390
2024-11-20 22:00:00,Dilsukhnagar,Wednesday,22,0,Rainy,410
2024-11-20 23:00:00,LB Nagar,Wednesday,23,0,Clear,480
2024-11-21 00:00:00,LB Nagar,Thursday,0,0,Clear,480
2024-11-21 01:00:00,Uppal,Thursday,1,1,Cloudy,360
2024-11-21 02:00:00,Miyapur,Thursday,2,0,Rainy,420
2024-11-21 03:00:00,Hyderabad Central,Thursday,3,0,Clear,560
2024-11-21 04:00:00,Miyapur,Thursday,4,0,Cloudy,410
2024-11-21 05:00:00,Dilsukhnagar,Thursday,5,0,Rainy,360
2024-11-21 06:00:00,Miyapur,Thursday,6,0,Clear,650
2024-11-21 07:00:00,Hyderabad Central,Thursday,7,0,Rainy,520
2024-11-21 08:00:00,Hitec City,Thursday,8,0,Cloudy,620
2024-11-21 09:00:00,Secunderabad East,Thursday,9,0,Clear,620
2024-11-21 10:00:00,Ameerpet,Thursday,10,0,Clear,540
2024-11-21 11:00:00,Hyderabad Central,Thursday,11,0,Clear,590
2024-11-21 12:00:00,Miyapur,Thursday,12,0,Clear,520
2024-11-21 13:00:00,LB Nagar,Thursday,13,1,Clear,290
2024-11-21 14:00:00,Ameerpet,Thursday,14,0,Clear,560
2024-11-21 15:00:00,Ameerpet,Thursday,15,0,Clear,480
2024-11-21 16:00:00,Secunderabad East,Thursday,16,0,Rainy,390
2024-11-21 17:00:00,Secunderabad East,Thursday,17,0,Rainy,560
2024-11-21 18:00:00,Ameerpet,Thursday,18,0,Clear,550
2024-11-21 19:00:00,Dilsukhnagar,Thursday,19,0,Rainy,450
2024-11-21 20:00:00,Ameerpet,Thursday,20,0,Clear,700
2024-11-21 21:00:00,Kukatpally,Thursday,21,0,Cloudy,500
2024-11-21 22:00:00,Hitec City,Thursday,22,0,Clear,450
2024-11-21 23:00:00,Kukatpally,Thursday,23,0,Clear,480
2024-11-22 00:00:00,Ameerpet,Friday,0,0,Clear,550
2024-11-22 01:00:00,Tarnaka,Friday,1,0,Clear,430
2024-11-22 02:00:00,Ameerpet,Friday,2,0,Clear,530
2024-11-22 03:00:00,Uppal,Friday,3,0,Cloudy,500
2024-11-22 04:00:00,LB Nagar,Friday,4,0,Clear,500
2024-11-22 05:00:00,Secunderabad East,Friday,5,0,Cloudy,420
2024-11-22 06:00:00,Miyapur,Friday,6,0,Clear,500
2024-11-22 07:00:00,Ameerpet,Friday,7,0,Clear,610
2024-11-22 08:00:00,Dilsukhnagar,Friday,8,0,Clear,650
2024-11-22 09:00:00,Hyderabad Central,Friday,9,0,Clear,570
2024-11-22 10:00:00,Secunderabad East,Friday,10,0,Cloudy,400
2024-11-22 11:00:00,Hyderabad Central,Friday,11,0,Rainy,310
2024-11-22 12:00:00,Kukatpally,Friday,12,0,Rainy,410
2024-11-22 13:00:00,Ameerpet,Friday,13,0,Clear,530
2024-11-22 14:00:00,Dilsukhnagar,Friday,14,0,Clear,590
2024-11-22 15:00:00,Miyapur,Friday,15,0,Clear,560
